priority,word,zh,category,filename,prompt
1,helicopter,直升機,Transportation,data/images/vocab/word_helicopter.webp,"a helicopter flying in the sky, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hen,母雞,Animals & insects,data/images/vocab/word_hen.webp,"a brown hen standing in a farm yard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,highway,公路,Transportation,data/images/vocab/word_highway.webp,"a busy highway with cars and trucks, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hill,爬坡道,Geographical terms,data/images/vocab/word_hill.webp,"a green hill with a winding path, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hippo,河馬,Animals & insects,data/images/vocab/word_hippo.webp,"a happy hippo in a pool, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hire,聘請,Occupations,data/images/vocab/word_hire.webp,"a person hiring a new employee, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hole,洞,Clothing & accessories,data/images/vocab/word_hole.webp,"a small hole in a piece of fabric, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,holiday,假期,Holidays & festivals,data/images/vocab/word_holiday.webp,"a beach with palm trees and colorful flags, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hot dog,熱狗,Food & drinks,data/images/vocab/word_hot_dog.webp,"a hot dog in a bun with ketchup and mustard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,housewife,家庭主婦,Occupations,data/images/vocab/word_housewife.webp,"a woman cooking in a kitchen with a warm smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,housework,家務,Houses & apartments,data/images/vocab/word_housework.webp,"a person doing housework with a vacuum cleaner, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,humid,濕,Weather & nature,data/images/vocab/word_humid.webp,"a humid greenhouse with plants and mist, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,hunter,獵人,Occupations,data/images/vocab/word_hunter.webp,"a hunter in a forest with a bow and arrow, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,ice,冰,Food & drinks,data/images/vocab/word_ice.webp,"a transparent ice cube in a glass, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,instrument,樂器,"Sports, interests & hobbies",data/images/vocab/word_instrument.webp,"a guitar as a musical instrument, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,island,島,Geographical terms,data/images/vocab/word_island.webp,"a beautiful island with palm trees and a sandy beach, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,jacket,夾克,Clothing & accessories,data/images/vocab/word_jacket.webp,"a blue jacket hanging on a clothes hook, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,jam,果醬,Food & drinks,data/images/vocab/word_jam.webp,"an open jar of strawberry jam, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,jazz,爵士樂,"Sports, interests & hobbies",data/images/vocab/word_jazz.webp,"a jazz band playing instruments on stage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,jeans,牛仔褲,Clothing & accessories,data/images/vocab/word_jeans.webp,"a pair of blue jeans folded on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,jeep,吉普車,Transportation,data/images/vocab/word_jeep.webp,"a green jeep driving on a dirt road, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,job,工作,Occupations,data/images/vocab/word_job.webp,"a person working at a desk with a computer, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,journalist,記者,Occupations,data/images/vocab/word_journalist.webp,"a journalist holding a microphone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,judge,法官,Occupations,data/images/vocab/word_judge.webp,"a judge wearing a robe in a courtroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,kangaroo,袋鼠,Animals & insects,data/images/vocab/word_kangaroo.webp,"a kangaroo hopping in a field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,ketchup,番茄醬,Food & drinks,data/images/vocab/word_ketchup.webp,"a bottle of ketchup on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,kitchen,廚房,Houses & apartments,data/images/vocab/word_kitchen.webp,"a kitchen with a table and chairs, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,kite,風箏,"Sports, interests & hobbies",data/images/vocab/word_kite.webp,"a colorful kite flying in the sky, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,knife,刀,Tableware,data/images/vocab/word_knife.webp,"a sharp knife on a wooden cutting board, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,koala,無尾熊,Animals & insects,data/images/vocab/word_koala.webp,"a cute koala sitting on a tree branch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,lake,湖,Geographical terms,data/images/vocab/word_lake.webp,"a serene lake with a boat in the distance, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,lamb,羊肉,Animals & insects,data/images/vocab/word_lamb.webp,"a lamb standing in a green meadow, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,lamp,燈,Houses & apartments,data/images/vocab/word_lamp.webp,"a lamp standing on a bedside table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,land,土地,Transportation,data/images/vocab/word_land.webp,"a vast area of fertile land with trees, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,lantern,燈籠,Holidays & festivals,data/images/vocab/word_lantern.webp,"a colorful lantern hanging from a roof, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
